,PassengerId,Survived,Age,SibSp,Parch,Fare,NameLength,HasCabin,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
707,708,1,42.0,0,0,26.2875,33,1,1,0,0,0,1,0,0,1
708,709,1,22.0,0,0,151.55,20,0,1,0,0,1,0,0,0,1
709,710,1,29.69911764705882,1,1,15.2458,49,0,0,0,1,0,1,1,0,0
710,711,1,24.0,0,0,49.5042,48,1,1,0,0,1,0,1,0,0
711,712,0,29.69911764705882,0,0,26.55,18,1,1,0,0,0,1,0,0,1
712,713,1,48.0,1,0,52.0,24,1,1,0,0,0,1,0,0,1
713,714,0,29.0,0,0,9.4833,26,0,0,0,1,0,1,0,0,1
714,715,0,52.0,0,0,13.0,21,0,0,1,0,0,1,0,0,1
715,716,0,19.0,0,0,7.65,42,1,0,0,1,0,1,0,0,1
716,717,1,38.0,0,0,227.525,29,1,1,0,0,1,0,1,0,0
717,718,1,27.0,0,0,10.5,35,1,0,1,0,1,0,0,0,1
718,719,0,29.69911764705882,0,0,15.5,19,0,0,0,1,0,1,0,1,0
719,720,0,33.0,0,0,7.775,28,0,0,0,1,0,1,0,0,1
720,721,1,6.0,0,1,33.0,33,0,0,1,0,1,0,0,0,1
721,722,0,17.0,1,0,7.0542,25,0,0,0,1,0,1,0,0,1
722,723,0,34.0,0,0,13.0,28,0,0,1,0,0,1,0,0,1
723,724,0,50.0,0,0,13.0,23,0,0,1,0,0,1,0,0,1
724,725,1,27.0,1,0,53.1,29,1,1,0,0,0,1,0,0,1
725,726,0,20.0,0,0,8.6625,19,0,0,0,1,0,1,0,0,1
726,727,1,30.0,3,0,21.0,43,0,0,1,0,1,0,0,0,1
727,728,1,29.69911764705882,0,0,7.7375,24,0,0,0,1,1,0,0,1,0
728,729,0,25.0,1,0,26.0,31,0,0,1,0,0,1,0,0,1
729,730,0,25.0,1,0,7.925,29,0,0,0,1,1,0,0,0,1
730,731,1,29.0,0,0,211.3375,29,1,1,0,0,1,0,0,0,1
731,732,0,11.0,0,0,18.7875,24,0,0,0,1,0,1,1,0,0
732,733,0,29.69911764705882,0,0,0.0,20,0,0,1,0,0,1,0,0,1
733,734,0,23.0,0,0,13.0,26,0,0,1,0,0,1,0,0,1
734,735,0,23.0,0,0,13.0,28,0,0,1,0,0,1,0,0,1
735,736,0,28.5,0,0,16.1,20,0,0,0,1,0,1,0,0,1
736,737,0,48.0,1,3,34.375,39,0,0,0,1,1,0,0,0,1
737,738,1,35.0,0,0,512.3292,22,1,1,0,0,0,1,1,0,0
738,739,0,29.69911764705882,0,0,7.8958,18,0,0,0,1,0,1,0,0,1
739,740,0,29.69911764705882,0,0,7.8958,18,0,0,0,1,0,1,0,0,1
740,741,1,29.69911764705882,0,0,30.0,27,1,1,0,0,0,1,0,0,1
741,742,0,36.0,1,0,78.85,29,1,1,0,0,0,1,0,0,1
742,743,1,21.0,2,2,262.375,37,1,1,0,0,1,0,1,0,0
743,744,0,24.0,1,0,16.1,17,0,0,0,1,0,1,0,0,1
744,745,1,31.0,0,0,7.925,18,0,0,0,1,0,1,0,0,1
745,746,0,70.0,1,1,71.0,28,1,1,0,0,0,1,0,0,1
746,747,0,16.0,1,1,20.25,27,0,0,0,1,0,1,0,0,1
747,748,1,30.0,0,0,13.0,21,0,0,1,0,1,0,0,0,1
748,749,0,19.0,1,0,53.1,25,1,1,0,0,0,1,0,0,1
749,750,0,31.0,0,0,7.75,23,0,0,0,1,0,1,0,1,0
750,751,1,4.0,1,1,23.0,17,0,0,1,0,1,0,0,0,1
751,752,1,6.0,0,1,12.475,19,1,0,0,1,0,1,0,0,1
752,753,0,33.0,0,0,9.5,32,0,0,0,1,0,1,0,0,1
753,754,0,23.0,0,0,7.8958,18,0,0,0,1,0,1,0,0,1
754,755,1,48.0,1,2,65.0,32,0,0,1,0,1,0,0,0,1
755,756,1,0.67,1,1,14.5,25,0,0,1,0,0,1,0,0,1
756,757,0,28.0,0,0,7.7958,28,0,0,0,1,0,1,0,0,1
757,758,0,18.0,0,0,11.5,24,0,0,1,0,0,1,0,0,1
758,759,0,34.0,0,0,8.05,28,0,0,0,1,0,1,0,0,1
759,760,1,33.0,0,0,86.5,56,1,1,0,0,1,0,0,0,1
760,761,0,29.69911764705882,0,0,14.5,18,0,0,0,1,0,1,0,0,1
761,762,0,41.0,0,0,7.125,30,0,0,0,1,0,1,0,0,1
762,763,1,20.0,0,0,7.2292,21,0,0,0,1,0,1,1,0,0
763,764,1,36.0,1,2,120.0,41,1,1,0,0,1,0,0,0,1
764,765,0,16.0,0,0,7.775,22,0,0,0,1,0,1,0,0,1
765,766,1,51.0,1,0,77.9583,36,1,1,0,0,1,0,0,0,1
766,767,0,29.69911764705882,0,0,39.6,25,0,1,0,0,0,1,1,0,0
767,768,0,30.5,0,0,7.75,18,0,0,0,1,1,0,0,1,0
768,769,0,29.69911764705882,1,0,24.15,19,0,0,0,1,0,1,0,1,0
769,770,0,32.0,0,0,8.3625,32,0,0,0,1,0,1,0,0,1
770,771,0,24.0,0,0,9.5,22,0,0,0,1,0,1,0,0,1
771,772,0,48.0,0,0,7.8542,23,0,0,0,1,0,1,0,0,1
772,773,0,57.0,0,0,10.5,17,1,0,1,0,1,0,0,0,1
773,774,0,29.69911764705882,0,0,7.225,15,0,0,0,1,0,1,1,0,0
774,775,1,54.0,1,3,23.0,37,0,0,1,0,1,0,0,0,1
775,776,0,18.0,0,0,7.75,39,0,0,0,1,0,1,0,0,1
776,777,0,29.69911764705882,0,0,7.75,16,1,0,0,1,0,1,0,1,0
777,778,1,5.0,0,0,12.475,29,0,0,0,1,1,0,0,0,1
778,779,0,29.69911764705882,0,0,7.7375,23,0,0,0,1,0,1,0,1,0
779,780,1,43.0,0,1,211.3375,53,1,1,0,0,1,0,0,0,1
780,781,1,13.0,0,0,7.2292,20,0,0,0,1,1,0,1,0,0
781,782,1,17.0,1,0,57.0,41,1,1,0,0,1,0,0,0,1
782,783,0,29.0,0,0,30.0,22,1,1,0,0,0,1,0,0,1
783,784,0,29.69911764705882,1,2,23.45,22,0,0,0,1,0,1,0,0,1
784,785,0,25.0,0,0,7.05,16,0,0,0,1,0,1,0,0,1
785,786,0,25.0,0,0,7.25,34,0,0,0,1,0,1,0,0,1
786,787,1,18.0,0,0,7.4958,25,0,0,0,1,1,0,0,0,1
787,788,0,8.0,4,1,29.125,25,0,0,0,1,0,1,0,1,0
788,789,1,1.0,1,2,20.575,26,0,0,0,1,0,1,0,0,1
789,790,0,46.0,0,0,79.2,24,1,1,0,0,0,1,1,0,0
790,791,0,29.69911764705882,0,0,7.75,24,0,0,0,1,0,1,0,1,0
791,792,0,16.0,0,0,26.0,19,0,0,1,0,0,1,0,0,1
792,793,0,29.69911764705882,8,2,69.55,23,0,0,0,1,1,0,0,0,1
793,794,0,29.69911764705882,0,0,30.6958,24,0,1,0,0,0,1,1,0,0
794,795,0,25.0,0,0,7.8958,21,0,0,0,1,0,1,0,0,1
795,796,0,39.0,0,0,13.0,18,0,0,1,0,0,1,0,0,1
796,797,1,49.0,0,0,25.9292,27,1,1,0,0,1,0,0,0,1
797,798,1,31.0,0,0,8.6833,16,0,0,0,1,1,0,0,0,1
798,799,0,30.0,0,0,7.2292,28,0,0,0,1,0,1,1,0,0
799,800,0,30.0,1,1,24.15,52,0,0,0,1,1,0,0,0,1
800,801,0,34.0,0,0,13.0,20,0,0,1,0,0,1,0,0,1
801,802,1,31.0,1,1,26.25,43,0,0,1,0,1,0,0,0,1
802,803,1,11.0,1,2,120.0,35,1,1,0,0,0,1,0,0,1
803,804,1,0.42,0,1,8.5167,31,0,0,0,1,0,1,1,0,0
804,805,1,27.0,0,0,6.975,23,0,0,0,1,0,1,0,0,1
805,806,0,31.0,0,0,7.775,25,0,0,0,1,0,1,0,0,1
806,807,0,39.0,0,0,0.0,22,1,1,0,0,0,1,0,0,1
807,808,0,18.0,0,0,7.775,31,0,0,0,1,1,0,0,0,1
808,809,0,39.0,0,0,13.0,17,0,0,1,0,0,1,0,0,1
809,810,1,33.0,1,0,53.1,46,1,1,0,0,1,0,0,0,1
810,811,0,26.0,0,0,7.8875,22,0,0,0,1,0,1,0,0,1
811,812,0,39.0,0,0,24.15,17,0,0,0,1,0,1,0,0,1
812,813,0,35.0,0,0,10.5,25,0,0,1,0,0,1,0,0,1
813,814,0,6.0,4,2,31.275,34,0,0,0,1,1,0,0,0,1
814,815,0,30.5,0,0,8.05,26,0,0,0,1,0,1,0,0,1
815,816,0,29.69911764705882,0,0,0.0,16,1,1,0,0,0,1,0,0,1
816,817,0,23.0,0,0,7.925,28,0,0,0,1,1,0,0,0,1
817,818,0,31.0,1,1,37.0042,18,0,0,1,0,0,1,1,0,0
818,819,0,43.0,0,0,6.45,32,0,0,0,1,0,1,0,0,1
819,820,0,10.0,3,2,27.9,28,0,0,0,1,0,1,0,0,1
820,821,1,52.0,1,1,93.5,50,1,1,0,0,1,0,0,0,1
821,822,1,27.0,0,0,8.6625,17,0,0,0,1,0,1,0,0,1
822,823,0,38.0,0,0,0.0,31,0,1,0,0,0,1,0,0,1
823,824,1,27.0,0,1,12.475,18,1,0,0,1,1,0,0,0,1
824,825,0,2.0,4,1,39.6875,28,0,0,0,1,0,1,0,0,1
825,826,0,29.69911764705882,0,0,6.95,15,0,0,0,1,0,1,0,1,0
826,827,0,29.69911764705882,0,0,56.4958,12,0,0,0,1,0,1,0,0,1
827,828,1,1.0,0,2,37.0042,21,0,0,1,0,0,1,1,0,0
828,829,1,29.69911764705882,0,0,7.75,28,0,0,0,1,0,1,0,1,0
829,830,1,62.0,0,0,80.0,41,1,1,0,0,1,0,0,0,0
830,831,1,15.0,1,0,14.4542,39,0,0,0,1,1,0,1,0,0
831,832,1,0.83,1,1,18.75,31,0,0,1,0,0,1,0,0,1
832,833,0,29.69911764705882,0,0,7.2292,14,0,0,0,1,0,1,1,0,0
833,834,0,23.0,0,0,7.8542,22,0,0,0,1,0,1,0,0,1
834,835,0,18.0,0,0,8.3,22,0,0,0,1,0,1,0,0,1
835,836,1,39.0,1,1,83.1583,27,1,1,0,0,1,0,1,0,0
836,837,0,21.0,0,0,8.6625,16,0,0,0,1,0,1,0,0,1
837,838,0,29.69911764705882,0,0,8.05,19,0,0,0,1,0,1,0,0,1
838,839,1,32.0,0,0,56.4958,15,0,0,0,1,0,1,0,0,1
839,840,1,29.69911764705882,0,0,29.7,20,1,1,0,0,0,1,1,0,0
840,841,0,20.0,0,0,7.925,27,0,0,0,1,0,1,0,0,1
841,842,0,16.0,0,0,10.5,24,0,0,1,0,0,1,0,0,1
842,843,1,30.0,0,0,31.0,23,0,1,0,0,1,0,1,0,0
843,844,0,34.5,0,0,6.4375,26,0,0,0,1,0,1,1,0,0
844,845,0,17.0,0,0,8.6625,19,0,0,0,1,0,1,0,0,1
845,846,0,42.0,0,0,7.55,19,0,0,0,1,0,1,0,0,1
846,847,0,29.69911764705882,8,2,69.55,24,0,0,0,1,0,1,0,0,1
847,848,0,35.0,0,0,7.8958,18,0,0,0,1,0,1,1,0,0
848,849,0,28.0,0,1,33.0,17,0,0,1,0,0,1,0,0,1
849,850,1,29.69911764705882,1,0,89.1042,44,1,1,0,0,1,0,1,0,0
850,851,0,4.0,4,2,31.275,39,0,0,0,1,0,1,0,0,1
851,852,0,74.0,0,0,7.775,19,0,0,0,1,0,1,0,0,1
852,853,0,9.0,1,1,15.2458,23,0,0,0,1,1,0,1,0,0
853,854,1,16.0,0,1,39.4,25,1,1,0,0,1,0,0,0,1
854,855,0,44.0,1,0,26.0,45,0,0,1,0,1,0,0,0,1
855,856,1,18.0,0,1,9.35,26,0,0,0,1,1,0,0,0,1
856,857,1,45.0,1,1,164.8667,42,0,1,0,0,1,0,0,0,1
857,858,1,51.0,0,0,26.55,22,1,1,0,0,0,1,0,0,1
858,859,1,24.0,0,3,19.2583,37,0,0,0,1,1,0,1,0,0
859,860,0,29.69911764705882,0,0,7.2292,16,0,0,0,1,0,1,1,0,0
860,861,0,41.0,2,0,14.1083,23,0,0,0,1,0,1,0,0,1
861,862,0,21.0,1,0,11.5,27,0,0,1,0,0,1,0,0,1
862,863,1,48.0,0,0,25.9292,51,1,1,0,0,1,0,0,0,1
863,864,0,29.69911764705882,8,2,69.55,33,0,0,0,1,1,0,0,0,1
864,865,0,24.0,0,0,13.0,22,0,0,1,0,0,1,0,0,1
865,866,1,42.0,0,0,13.0,24,0,0,1,0,1,0,0,0,1
866,867,1,27.0,1,0,13.8583,28,0,0,1,0,1,0,1,0,0
867,868,0,31.0,0,0,50.4958,36,1,1,0,0,0,1,0,0,1
868,869,0,29.69911764705882,0,0,9.5,27,0,0,0,1,0,1,0,0,1
869,870,1,4.0,1,1,11.1333,31,0,0,0,1,0,1,0,0,1
870,871,0,26.0,0,0,7.8958,17,0,0,0,1,0,1,0,0,1
871,872,1,47.0,1,1,52.5542,48,1,1,0,0,1,0,0,0,1
872,873,0,33.0,0,0,5.0,24,1,1,0,0,0,1,0,0,1
873,874,0,47.0,0,0,9.0,27,0,0,0,1,0,1,0,0,1
874,875,1,28.0,1,0,24.0,37,0,0,1,0,1,0,1,0,0
875,876,1,15.0,0,0,7.225,32,0,0,0,1,1,0,1,0,0
876,877,0,20.0,0,0,9.8458,29,0,0,0,1,0,1,0,0,1
877,878,0,19.0,0,0,7.8958,20,0,0,0,1,0,1,0,0,1
878,879,0,29.69911764705882,0,0,7.8958,18,0,0,0,1,0,1,0,0,1
879,880,1,56.0,0,1,83.1583,45,1,1,0,0,1,0,1,0,0
880,881,1,25.0,0,1,26.0,44,0,0,1,0,1,0,0,0,1
881,882,0,33.0,0,0,7.8958,18,0,0,0,1,0,1,0,0,1
882,883,0,22.0,0,0,10.5167,28,0,0,0,1,1,0,0,0,1
883,884,0,28.0,0,0,10.5,29,0,0,1,0,0,1,0,0,1
884,885,0,25.0,0,0,7.05,22,0,0,0,1,0,1,0,0,1
885,886,0,39.0,0,5,29.125,36,0,0,0,1,1,0,0,1,0
886,887,0,27.0,0,0,13.0,21,0,0,1,0,0,1,0,0,1
887,888,1,19.0,0,0,30.0,28,1,1,0,0,1,0,0,0,1
888,889,0,29.69911764705882,1,2,23.45,40,0,0,0,1,1,0,0,0,1
889,890,1,26.0,0,0,30.0,21,1,1,0,0,0,1,1,0,0
890,891,0,32.0,0,0,7.75,19,0,0,0,1,0,1,0,1,0
